"FunctionId","Kind","Function","Active","ReviewStatus","StaticReview","AutomatedBehavior","RenderCoverage","ObservedInteraction","SourceReference","CurrentEvidence","AssignedEvidenceLayers","RemainingVerification","DeferredReason"
"report:stock-closing","Report","Closing Stock","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:stock-physical","Report","Physical Stock","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:stock-variance","Report","Stock Variance","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:stock-movement","Report","Stock Movement","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:stock-group","Report","Inventory-Group Report","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:stock-brand","Report","Brand Stock","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:stock-slow","Report","Slow / Exception Stock","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:staff","Report","Staff/CRO Performance","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:tender","Report","Tender Reconciliation","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:cash","Report","Daily Cash Reconciliation","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:tender-diagnostic","Report","Tender Diagnostics","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:service","Report","Service Sales","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:exceptions","Report","Daily Exception Report","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:exception-source","Report","Missing Source Report","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:exception-unmapped","Report","Unmapped Data","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:exception-stock","Report","Stock Exceptions","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:exception-staff","Report","Staff Exceptions","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:exception-tender","Report","Tender Exceptions","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:management-trend","Report","Management Trend","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"report:invoice-lineage","Report","Invoice Source Drill-down","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Reporting/ReportDefinition.cs; src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","live-sql-reporting; ui-all-report-routes; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:home","Workspace route","Home","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:dashboard","Workspace route","Dashboard","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","LIMITED_PACKAGED_STARTUP_AND_DATA_OBSERVED","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS; packaged-ui.txt: synthetic dashboard 12 files/42 rows and healthy SQL; F1 Help and Alt+Left verified","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:daily-workflow","Workspace route","Daily Workflow","True","RENDER_ONLY_FIX_RETEST_PENDING","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim; date control clipping found by visual review; XAML fix and affected render retest pending","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:manual-entry","Workspace route","Manual Entry","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:import-etp","Workspace route","Import ETP","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:sales-reports","Workspace route","Sales Reports","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:stock-reports","Workspace route","Stock Reports","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:registers","Workspace route","Registers","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:accounting","Workspace route","Accounting","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:operations-center","Workspace route","Operations Center","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:report-archive","Workspace route","Report Archive","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"route:masters","Workspace route","Masters","True","RENDER_ONLY","REGISTRY_OR_ROUTING_INSPECTED","NOT_VERIFIED_PER_FUNCTION","RENDER_PASS; verification/review-2026-09-11/after-render.log; 960x600,1366x768,1920x1080; 96-DPI offscreen; no OS scaling or full interaction claim","NOT_RUN","src/Etp.Reporting.Desktop/Shell/Navigation/WorkspaceModuleOwnershipRegistry.cs; src/Etp.Reporting.Desktop/Shell/Navigation/ShellNavigationService.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification; after/140 renders refreshed after final date-width fix; release-build.log 615 PASS","ui-all-workspaces; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
